Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct
I started bleeding when I poo.,afraid,"Customer :I started bleeding when i poo.
Agent :",afraid,afraid,disgusted,"REASONING: The situation involves blood/body fluid, which triggers revulsion and a strong desire to reject/avoid; valence is negative, arousal is moderate, and there is slight control through avoidance.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.10]
EMOTION: disgusted",[-0.6   0.35  0.1 ],0.5873670062235365,True,False
Just watched season 2 of Luther last night on Netflix.  Keeps you on the edge of your seat.,afraid,"Customer :Oh, how did you like it?
Agent :",afraid,afraid,joyful,"REASONING: The situation describes watching an engaging, suspenseful show and enjoying the thrilling experience. The valence is positive because it is pleasurable entertainment, arousal is high due to the “edge of your seat” intensity, and dominance is moderate because the viewer is engaged but not in control of the plot twists.
VAD_Estimate: [V: +0.70, A: +0.65, D: +0.20]
EMOTION: joyful",[0.7  0.65 0.2 ],1.4815532390029051,True,False
abilities what they can cause,afraid,"Customer :What if what?  What has you so fearful?
Agent :",afraid,afraid,surprised,"REASONING: The phrase lacks any explicit emotion and does not clearly indicate a positive or negative outcome; it reads as an uncertain, mildly startled consideration of what abilities might cause.
VAD_Estimate: [V: 0.00, A: +0.60, D: -0.15]
EMOTION: surprised",[ 0.    0.6  -0.15],0.6985699678629192,True,False
Just watched season 2 of Luther last night on Netflix.  Keeps you on the edge of your seat.,afraid,"Customer :I finished season 2 of Luther on Netflix last night.
Agent :",afraid,afraid,joyful,"REASONING: Watching a gripping thriller is an engaging, exciting experience; “keeps you on the edge of your seat” signals high arousal and positive enjoyment, not fear or distress. Valence is positive, arousal is high, and the viewer has comfortable control in a safe entertainment context.
VAD_Estimate: [V: +0.65, A: +0.65, D: +0.25]
EMOTION: joyful",[0.65 0.65 0.25],1.4591093173576817,True,False
I saw a strange man on the street.,afraid,"Customer :I saw a strange man on the street whilst I was drinking tea on my porch at night.
Agent :",afraid,afraid,surprised,"REASONING: The situation is an unexpected encounter with an unfamiliar person, creating mild uncertainty and heightened alertness without a clear threat, strong displeasure, or positive excitement. The valence is slightly negative/neutral, arousal is moderate, and dominance is lowered by uncertainty.
VAD_Estimate: [V: -0.10, A: +0.55, D: -0.25]
EMOTION: surprised",[-0.1   0.55 -0.25],0.5714017850864661,True,False
My car started to make loud noises coming out of engine. It happens while accelerating,afraid,"Customer :Recently, i can hear loud noises coming out of my car's engine. It only happens when I accelerate
Agent :",afraid,afraid,angry,"REASONING: The car trouble is a frustrating annoyance with no immediate life-threatening danger, producing irritation and active complaint rather than helplessness or grief. Negative valence, moderately high arousal, and a somewhat assertive/blaming response point to anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.6383572667401852,True,False
I went in a haunted house for halloween. Saw some weird ghosts.,afraid,"Customer :I think they are fun to be. Especially, during Halloween, it gives you goosebumps and excitement of the moment
Agent :",afraid,afraid,surprised,"REASONING: The situation involves unexpected, odd sights in a haunted house, creating moderate surprise and uncertainty rather than explicit fear or joy. Valence is near-neutral/slightly negative, arousal is elevated, and dominance is lowered due to the startling context.  
VAD_Estimate: [V: -0.10, A: +0.60, D: -0.20]  
EMOTION: surprised",[-0.1  0.6 -0.2],0.5869412236331676,True,False
I was waiting in front of a store one day when a man approached me and whispered something scary in my ear. I was not pleased.,afraid,"Customer :He said he was going to kill some celebrity. It totally freaked me out.
Agent :",afraid,afraid,angry,"REASONING: A specific person caused an unwanted, creepy interaction, and the speaker says “not pleased,” signaling irritation and blame rather than helpless fear. This points to negative valence, moderate-high arousal, and assertive control.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.6383572667401852,True,False
My car started to make loud noises coming out of engine. It happens while accelerating,afraid,"Customer :I am really afraid of this being something of big concern. I do not want to spend that much money for now
Agent :",afraid,afraid,angry,"REASONING: The car engine noise creates frustration and irritation, with moderately high arousal and a sense of active annoyance rather than helplessness or fear.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.6383572667401852,True,False
I keep hearing things in my kitchen. I think the mouse is back.,afraid,"Customer :I think there is a mouse in my kitchen. I keep hearing squeaking noises at night.
Agent :",afraid,afraid,disgusted,"REASONING: The situation is mildly unpleasant because of an unwanted pest, creating moderate alertness and a desire to reject or handle the problem rather than intense fear or anger. This best matches disgusted.
VAD_Estimate: [V: -0.45, A: +0.30, D: +0.05]
EMOTION: disgusted",[-0.45  0.3   0.05],0.5970762095411272,True,False
I hit my head on the door corner and it left me with a wound. I feel it will scar,afraid,"Customer :I hit my head on the door's corner and it left me with a wound
Agent :",afraid,afraid,sad,"REASONING: The situation is unpleasant due to injury and concern about a lasting scar, producing low-energy distress and a sense of vulnerability rather than blame or panic.  
VAD_Estimate: [V: -0.55, A: -0.15, D: -0.35]  
EMOTION: sad",[-0.55 -0.15 -0.35],0.7596051605933177,True,False
A man approached me after I got out of my car in a shopping center parking lot.,afraid,"Customer :It was very unsettling. He told me to give him a dollar.
Agent :",afraid,afraid,surprised,"REASONING: The situation is unexpected but not explicitly positive or negative; the approach creates mild alertness and uncertainty but no clear threat, so valence is slightly negative/neutral, arousal is moderate, and dominance is slightly lowered.
VAD_Estimate: [V: -0.10, A: +0.50, D: -0.20]
EMOTION: surprised",[-0.1  0.5 -0.2],0.5953990258641678,True,False
I started bleeding when I poo.,afraid,"Customer :I'm concerned they will tell me something i do not want to hear.
Agent :",afraid,afraid,disgusted,"REASONING: The situation involves blood and a bodily function, triggering visceral revulsion and a strong desire to reject/avoid the unpleasantness. This is best captured by disgust rather than anger or fear, despite the potential concern about health.
VAD_Estimate: [V: -0.60, A: +0.40, D: +0.10]
EMOTION: disgusted",[-0.6  0.4  0.1],0.5678908345800273,True,False
I do not like being around bats.,afraid,"Customer :Why's that? Did you specifically have a bad experience with them, or just assume they're terrible no matter what?
Agent :",afraid,afraid,disgusted,"REASONING: The speaker expresses aversion and a desire to avoid bats, which is a negative, rejecting response rather than high-energy fear or anger. This aligns with moderate arousal and slight controlling/avoidance, characteristic of disgust.
VAD_Estimate: [V: -0.50, A: +0.30, D: +0.10]
EMOTION: disgusted",[-0.5  0.3  0.1],0.6248999919987198,True,False
"I don't know what that thing is, but it has way too many legs for my comfort.",afraid,"Customer :I don't know what that thing is, but it has way too many legs for my comfort
Agent :",afraid,afraid,disgusted,"REASONING: The unknown many-legged creature triggers visual revulsion and discomfort, with negative valence and moderate arousal, plus an urge to reject/avoid rather than panic or confront.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.10]
EMOTION: disgusted",[-0.6   0.35  0.1 ],0.5873670062235365,True,False
I got new neighbors and I don't think they are too nice. I don't want to speak to them,afraid,"Customer :Why is that?
Agent :",afraid,afraid,sad,"REASONING: The speaker evaluates the new neighbors negatively and withdraws passively rather than confronting them. This creates mild displeasure with low energy and a sense of low control/vulnerability, matching sadness more than anger or fear.  
VAD_Estimate: [V: -0.55, A: -0.25, D: -0.35]  
EMOTION: sad",[-0.55 -0.25 -0.35],0.85848704125339,True,False
They laid off 3 people at work yesterday. Still haven't mentioned it yet.,afraid,"Customer :They'd shut down then.
Agent :",afraid,afraid,angry,"REASONING: The layoffs are negative and frustrating, and the complaint about the company “still haven’t mentioned it” signals irritation and blame toward a specific entity, not helpless fear. This fits anger more than sadness or anxiety.
VAD_Estimate: [V: -0.60, A: +0.60, D: +0.25]
EMOTION: angry",[-0.6   0.6   0.25],0.681175454637056,True,False
My neighbor lets his dog poo in my yard.,angry,"Customer :yes and i have started throwing it on his porch with a shovel
Agent :",angry,angry,disgusted,"REASONING: Dog feces in the yard involves contamination and revulsion, making disgust the primary response despite some blame toward the neighbor. Negative valence, moderate arousal, slight sense of rejection/control.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.11]
EMOTION: disgusted",[-0.6   0.35  0.11],0.2920616373302047,True,False
my neighbor's cat keeps pooping on my balcony,angry,"Customer :not this one
Agent :",angry,angry,disgusted,"REASONING: The situation involves feces (contamination/revulsion) on the speaker's property, which triggers disgust more than anger; valence is clearly negative, arousal is moderate, and the speaker has some sense of control by attributing blame, but the dominant reaction is avoidance/rejection.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.10]
EMOTION: disgusted",[-0.6   0.35  0.1 ],0.29698484809834996,True,False
my neighbors dog keeps pooping on my driveway,angry,"Customer :my neighbor has this big old dog that keeps pooping huge poops on my driveway
Agent :",angry,angry,disgusted,"REASONING: The situation is unpleasant and involves a bodily waste contaminating the speaker’s property, triggering revulsion and irritation. The repeated nature adds moderate frustration/arousal, but the core reaction is disgust and rejection.

VAD_Estimate: [V: -0.65, A: +0.40, D: +0.10]
EMOTION: disgusted",[-0.65  0.4   0.1 ],0.27964262908219123,True,False
Why won't I get made at you?,angry,"Customer :Well ,you played hard! But did you work hard?
Agent :",angry,angry,joyful,"REASONING: Although “made” seems intended as “mad,” the speaker says they won’t get mad, so the felt state is affectionate exasperation rather than anger—positive valence, moderate arousal, and slightly reduced dominance from being unable to stay upset.
VAD_Estimate: [V: +0.60, A: +0.35, D: -0.10]
EMOTION: joyful",[ 0.6   0.35 -0.1 ],1.1883602147497196,True,False
I can't beleve I only got half of the maximum for my raise?,angry,"Customer :well congrats!! hopefully it  was a good raise for everybody
Agent :",angry,angry,surprised,"REASONING: The speaker’s “can’t believe” signals high-arousal shock and unexpectedness at receiving less than hoped. The valence is negative due to disappointment, and dominance is low because the outcome feels out of their control.
VAD_Estimate: [V: -0.35, A: +0.65, D: -0.25]
EMOTION: surprised",[-0.35  0.65 -0.25],0.5283937925449163,True,False
I had to work late yesterday.,angry,"Customer :You should quit. There's nothing worse than a workplace with employees who can't carry their own weight.
Agent :",angry,angry,sad,"REASONING: Working late is an unpleasant obligation with no active frustration or excitement; the tone suggests resignation and low energy, with little control over the situation.
VAD_Estimate: [V: -0.45, A: -0.25, D: -0.40]
EMOTION: sad",[-0.45 -0.25 -0.4 ],1.0638138934982941,True,False
My boss embarrassed me infront of the investors.,angry,"Customer :He was making of my hairstyle for no reason. i am angry with him!
Agent :",angry,angry,afraid,"REASONING: Being publicly humiliated by the boss is unpleasant and creates tense, self-focused arousal with a feeling of lowered status and vulnerability, not assertive anger. This maps to negative valence, moderate-high arousal, and low dominance.
VAD_Estimate: [V: -0.55, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.55  0.55 -0.45],0.7022819946431774,True,False
People need to stop letting their dogs poop in my yard!,angry,"Customer :that is ridiculous! that's annoying when people don't clean up after their dogs! I love going to the local park with my son and there is dog poop in the grassy areas
Agent :",angry,angry,disgusted,"REASONING: The situation involves dog feces contaminating the speaker’s yard, which triggers revulsion and unease. There is blame toward people, but the core aversive element is bodily waste, so disgust is primary with moderate arousal and slight assertive rejection.
VAD_Estimate: [V: -0.60, A: +0.40, D: +0.15]
EMOTION: disgusted",[-0.6   0.4   0.15],0.23280893453645626,True,False
My boss embarrassed me infront of the investors.,angry,"Customer :My boss embarrassed me infront of the investors the other day.
Agent :",angry,angry,afraid,"REASONING: The speaker was publicly humiliated by their boss, creating a strongly negative, high-arousal experience with a sense of exposure and low control over the situation. This vulnerability and submissiveness align most closely with fear.
VAD_Estimate: [V: -0.60, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.6   0.55 -0.45],0.7068946173228369,True,False
when my brother got jumped,angry,"Customer :he bumped into one of the main ones that jumped him, and my brother beat him up twice , shortly after we both joined jiu jitsu 
Agent :",angry,angry,afraid,"REASONING: The event is violent and threatening to a family member, creating intense negative arousal and a strong sense of helplessness or vulnerability rather than assertive anger.
VAD_Estimate: [V: -0.70, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.7   0.65 -0.45],0.7278049189171505,True,False
My dog decided to pee on my bed when I wasn't home. I just cleaned it too!,angry,"Customer :Nope. I only discovered it when I tried to lay down on it too. So gross.
Agent :",angry,angry,disgusted,"REASONING: The dog’s urine on the bed involves bodily fluid contamination, triggering revulsion and a need to reject/avoid the mess; the negative experience is paired with moderate arousal and slight control through cleanup/rejection.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.11]
EMOTION: disgusted",[-0.6   0.35  0.11],0.2920616373302047,True,False
I was cut off today and crashed my car to avoid colliding with someone.,angry,"Customer :I was cut off today and crashed my car into a pole to avoid colliding with someone.
Agent :",angry,angry,afraid,"REASONING: The situation involves a sudden, life-threatening driving emergency where the speaker’s immediate reaction is fear and panic to avoid a collision, not anger or confrontation. High displeasure, very high arousal, and low sense of control.
VAD_Estimate: [V: -0.75, A: +0.70, D: -0.50]
EMOTION: afraid",[-0.75  0.7  -0.5 ],0.7951100552753688,True,False
I dropped a mug and my coffee went everywhere,angry,"Customer :I dropped a mug and my coffee went everywhere
Agent :",angry,angry,surprised,"REASONING: The event is sudden and unintentional, producing a brief startle response and mild frustration over the mess rather than directed anger or fear. Valence is negative but not extreme, arousal is high due to the unexpected spill, and control is low because the accident just happened.
VAD_Estimate: [V: -0.40, A: +0.60, D: -0.20]
EMOTION: surprised",[-0.4  0.6 -0.2],0.46335731352812376,True,False
My dog decided to pee on my bed when I wasn't home. I just cleaned it too!,angry,"Customer :Oh no!  And that is hard to get out!  Do you have a waterproof cover on the bed by any chance?
Agent :",angry,angry,disgusted,"REASONING: The dog urinating on the bed introduces bodily fluid contamination and a need to clean/reject, which triggers revulsion and frustration rather than pure fear or sadness. The valence is clearly negative, arousal is moderate from irritation, and dominance reflects slight assertive rejection.
VAD_Estimate: [V: -0.55, A: +0.40, D: +0.10]
EMOTION: disgusted",[-0.55  0.4   0.1 ],0.2453568829277059,True,False
My dog decided to pee on my bed when I wasn't home. I just cleaned it too!,angry,"Customer :My dog decided to pee on my bed when I wasn't home. Little jerk.
Agent :",angry,angry,disgusted,"REASONING: The situation involves a bodily fluid contaminating the speaker’s bed, which triggers revulsion and the urge to reject/avoid the mess. Although there is frustration with the dog, the primary reaction is disgust due to contamination.
VAD_Estimate: [V: -0.55, A: +0.40, D: +0.10]
EMOTION: disgusted",[-0.55  0.4   0.1 ],0.2453568829277059,True,False
My neighbor lets his dog poo in my yard.,angry,"Customer :That's not fair! Does it go on your property?
Agent :",angry,angry,disgusted,"REASONING: The situation involves dog feces contaminating the speaker’s yard, which triggers revulsion and a desire to reject/avoid the mess. There is blame toward the neighbor, but the primary reaction is disgust over the contamination rather than active confrontational anger.

VAD_Estimate: [V: -0.60, A: +0.35, D: +0.11]
EMOTION: disgusted",[-0.6   0.35  0.11],0.2920616373302047,True,False
I had a bad encounter of someone with horrible road rage.,angry,"Customer :That is so scary, I am glad that you are okay! People are so crazy!!!
Agent :",angry,angry,afraid,"REASONING: The situation describes an unpleasant, aggressive encounter with another driver, which triggers high arousal and a sense of vulnerability due to the unpredictable, potentially threatening nature of road rage. The speaker is not expressing irritation or blame but rather distress from being subjected to hostility, indicating fear.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.7139327699440613,True,False
when my brother got jumped,angry,"Customer :ah no thats horrible i hate to hear that
Agent :",angry,angry,afraid,"REASONING: A violent attack on the speaker’s brother is highly negative and arousing, with the speaker in a helpless, protective position rather than in control. The threat to a loved one triggers fear and vulnerability more than active blame.
VAD_Estimate: [V: -0.70, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.7   0.65 -0.45],0.7278049189171505,True,False
I dropped a mug and my coffee went everywhere,angry,"Customer :No, just a hassle to clean it all up
Agent :",angry,angry,surprised,"REASONING: The sudden, accidental spill creates an unexpected, high-arousal startle. The outcome is mildly negative, but there is no clear blame, threat, or intense frustration, so the dominant reaction is surprise rather than anger or fear.
VAD_Estimate: [V: -0.30, A: +0.65, D: -0.20]
EMOTION: surprised",[-0.3   0.65 -0.2 ],0.500199960015992,True,False
I had a bad encounter of someone with horrible road rage.,angry,"Customer :I had a horrible experience with someone who had a horrible case of road rage.
Agent :",angry,angry,afraid,"REASONING: The situation involves encountering another person’s aggressive road rage, which is threatening and unpredictable. This creates high negative arousal and a sense of vulnerability or lack of control, pointing more toward fear than anger.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.7139327699440613,True,False
my neighbors dog keeps pooping on my driveway,angry,"Customer :I hate that, did you ask them to stop
Agent :",angry,angry,disgusted,"REASONING: The repeated dog feces on the driveway involves contamination and bodily waste, triggering revulsion rather than a clear life-threatening fear or confrontational anger. Negative valence, moderate arousal, and slight controlling rejection fit disgust.
VAD_Estimate: [V: -0.58, A: +0.38, D: +0.12]
EMOTION: disgusted",[-0.58  0.38  0.12],0.2567099530598687,True,False
I was cut off today and crashed my car to avoid colliding with someone.,angry,"Customer :I am, just a little bit winded. Also very angry that the person just drove away like nothing happened!
Agent :",angry,angry,afraid,"REASONING: The situation involves a sudden, dangerous traffic event where the speaker had to act quickly to avoid a collision, indicating high arousal, strongly negative valence, and a lack of control over the unfolding danger. The primary emotional response is fear/panic rather than anger because the focus is on avoiding harm, not confronting a blamed party.
VAD_Estimate: [V: -0.75, A: +0.70, D: -0.45]
EMOTION: afraid",[-0.75  0.7  -0.45],0.7481310045707236,True,False
My dog decided to take a break from potty training and go all over my house while I was at work. No more free roaming for that bad dog,angry,"Customer :well, something must have gone wrong somehow, I think you should talk to your vet doctor
Agent :",angry,angry,disgusted,"REASONING: The situation involves dog waste all over the house, which is a contamination/bodily-fluid trigger causing revulsion and frustration. The speaker also blames the dog, but the primary visceral reaction is disgust at the mess.
VAD_Estimate: [V: -0.65, A: 0.40, D: 0.10]
EMOTION: disgusted",[-0.65  0.4   0.1 ],0.27964262908219123,True,False
"I was sitting on my couch the other day, when my two year old came out of nowhere, and threw my phone at my head.  It hurt really bad.",angry,"Customer :Sometimes he is just trying to be helpful, and hand me things.  I think sometimes he just gets too excited to be helpful, and clocks me in the face.
Agent :",angry,angry,surprised,"REASONING: A sudden, unexpected physical impact from the toddler causes pain and a startled, high-arousal reaction with little sense of control. The focus is on the surprising nature of the event rather than blame or threat.
VAD_Estimate: [V: -0.35, A: +0.65, D: -0.20]
EMOTION: surprised",[-0.35  0.65 -0.2 ],0.48135226186234964,True,False
"I was sitting on my couch the other day, when my two year old came out of nowhere, and threw my phone at my head.  It hurt really bad.",angry,"Customer :I see, well kids will be kids
Agent :",angry,angry,surprised,"REASONING: The event is sudden and unexpected (“came out of nowhere”), causing a startle response and physical pain, with no clear intentional threat or frustration aimed at a blameworthy agent. High arousal, mildly negative valence, and low control/dominance fit surprise more than anger or fear.
VAD_Estimate: [V: -0.30, A: +0.70, D: -0.20]
EMOTION: surprised",[-0.3  0.7 -0.2],0.5086255990411809,True,False
My boss embarrassed me infront of the investors.,angry,"Customer :Oh no! What happened?
Agent :",angry,angry,afraid,"REASONING: Public embarrassment is highly unpleasant, arousing, and leaves the speaker feeling exposed and low in control — not assertive or dominant. This VAD profile is closest to the afraid prototype among the benchmark emotions.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.50]
EMOTION: afraid",[-0.65  0.55 -0.5 ],0.7640026177965623,True,False
My flight was cancelled,angry,"Customer :That is unfortunate. You must have really angry to have wasted your time.
Agent :",angry,angry,sad,"REASONING: The cancellation is an unwanted, uncontrollable event that produces disappointment and passivity; valence is clearly negative, arousal is relatively low, and dominance is low because the speaker has no control. This aligns best with sadness rather than anger or fear.
VAD_Estimate: [V: -0.55, A: -0.15, D: -0.40]
EMOTION: sad",[-0.55 -0.15 -0.4 ],0.9857484466130292,True,False
My daughters's boy friend got drunk and started a fight with my husband. We had to call the police.,angry,"Customer :It was awful. We had to call the police. He was crazy!
Agent :",angry,angry,afraid,"REASONING: A drunk person starting a physical fight is a negative, high-arousal event; having to call the police suggests the speaker felt the situation was dangerous and out of their control, indicating vulnerability rather than assertive anger.
VAD_Estimate: [V: -0.70, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.7   0.65 -0.45],0.7278049189171505,True,False
when my food wasnt cooked right,disgusted,"Customer :i am normally not picky with mistakes on my food,,,but i ordered a chicken sandwch and the chicken was still very pink/ red in the middle
Agent :",disgusted,disgusted,angry,"REASONING: Poorly cooked food triggers frustration and irritation rather than fear or sadness; it involves blame toward the preparation, with moderate-to-high arousal and assertive displeasure, not revulsion.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.2491987158875423,True,False
My garbage bad broke and spilled all over the bed of my truck.,disgusted,"Customer :thats awful, did it clean up easily?
Agent :",disgusted,disgusted,angry,"REASONING: The broken garbage bag creates an irritating, unpleasant mess rather than a physical threat, and the reaction is active frustration about the cleanup. This fits high displeasure, moderate-high arousal, and a sense of frustrated control.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.2491987158875423,True,False
I really do not like the free education law.,disgusted,"Customer :Why not?
Agent :",disgusted,disgusted,angry,"REASONING: The speaker expresses strong disapproval of a policy, which is a negative and actively irritated stance rather than sadness or fear. This reflects negative valence, moderate-to-high arousal, and assertive control.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.2491987158875423,True,False
"One time, I told my friend who lives outside of city limits that she could bring her recyclables to my house since city recycling isn't offered where she lives. She said she didn't want to because it would be too much work for her.",disgusted,"Customer :I think so too! But, unfortunately, she seemed to think that it would be too much work for her.
Agent :",disgusted,disgusted,angry,"REASONING: The friend’s refusal of a helpful offer is mildly unpleasant and frustrating, with active irritation rather than sadness or fear. There is a clear target (the friend) for blame, so anger is the closest fit.

VAD_Estimate: [V: -0.45, A: +0.45, D: +0.20]
EMOTION: angry",[-0.45  0.45  0.2 ],0.20149441679609884,True,False
I was shocked to see how many hotdogs they were eating at once. This has to be a sin...and a waste of food!,disgusted,"Customer :Where did this happen?
Agent :",disgusted,disgusted,surprised,"REASONING: The speaker explicitly says “shocked,” which signals surprise with high arousal; the situation is judged negatively (waste of food, sin), but the dominant emotional reaction is disbelief rather than sustained anger or disgust.
VAD_Estimate: [V: -0.15, A: +0.65, D: -0.20]
EMOTION: surprised",[-0.15  0.65 -0.2 ],0.623377895020348,True,False
I can't believe my neighbors left trash all over the steps. I dont get it,disgusted,"Customer :My neighbors left trash all over the stairs.
Agent :",disgusted,disgusted,surprised,"REASONING: The situation is unpleasant but not threatening, and the speaker emphasizes disbelief and confusion rather than confrontation. This suggests moderately negative valence, heightened arousal from unexpectedness, and low dominance due to uncertainty.
VAD_Estimate: [V: -0.30, A: +0.55, D: -0.30]
EMOTION: surprised",[-0.3   0.55 -0.3 ],0.545985347788748,True,False
