Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct
I was so scared but I went skydiving! It was a great experience and I'm so glad I was able to overcome my fears.,afraid,"Customer :Oh wow! Are you afraid of heights at all?
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says they were “scared” during the skydiving event; the later positive reflection does not override the emotion felt at the time. Fear involves negative valence, high arousal, and low perceived control.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
I lost the money pouch for the deposit at my job the other day.,afraid,"Customer :There was nothing I could do.  I told my boss and he kicked it up to the regional bosses.  I am suspended and just have to wait to see if I can keep my job :(
Agent :",sad,sad,afraid,"REASONING: Losing a deposit money pouch at work is a negative, high-stakes event with potential blame and consequences. The speaker likely felt sudden anxiety and helplessness rather than anger or sadness, aligning with high negative valence, high arousal, and low dominance.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True
All the lights in my neighborhood has gone out except my home. People are looking at my home weird now.,afraid,"Customer :All the lights in my neighborhood has gone out except my home. People are looking at my home weird now.
Agent :",surprised,surprised,afraid,"REASONING: The situation is eerie and socially uncomfortable, with no clear cause or threat to blame; being singled out and watched by neighbors creates vulnerability and unease. This yields negative valence, moderately high arousal, and low dominance/control.
VAD_Estimate: [V: -0.55, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.55  0.55 -0.4 ],0.10723805294763601,False,True
"My house burned down and I had to rescue my family, It was a chilly night.",afraid,"Customer :What a scary night that was.
Agent :",sad,sad,afraid,"REASONING: A house fire is an uncontrollable, life-threatening environmental danger requiring urgent escape and rescue; the situation triggers intense distress and vulnerability rather than blame or joy.
VAD_Estimate: [V: -0.75, A: +0.70, D: -0.45]
EMOTION: afraid",[-0.75  0.7  -0.45],0.15,False,True
When my house burned down in middle school. It was in the middle of the night.,afraid,"Customer :It was so terrifying to see my house burn.
Agent :",sad,sad,afraid,"REASONING: The event is a sudden, life-threatening nighttime fire, evoking immediate helplessness and terror rather than reflective grief. High displeasure, high arousal, and very low dominance align with fear.
VAD_Estimate: [V: -0.80, A: +0.70, D: -0.60]
EMOTION: afraid",[-0.8  0.7 -0.6],0.2539685019840059,False,True
I was at a scary maze and one of the people there actually scared me! It was super funny afterwords,afraid,"Customer :I do not like scary! I try to stay away from scary movies, too!
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says they were “scared” during the maze, and the funniness afterward is a later reflection, not the emotion felt in the moment. The event triggered unpleasant surprise, high arousal, and vulnerability.  
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]  
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
I am so scary that my manager doesn't keep his promise for my promotion.,afraid,"Customer :I am sure he will!
Agent :",sad,sad,afraid,"REASONING: The phrase “so scary” likely indicates feeling scared/anxious about the manager not keeping the promotion promise. This is a high-arousal, negative, low-control state of worry rather than anger or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.55  0.55 -0.4 ],0.10723805294763601,False,True
I don't think I'm going to do so well this semester.,afraid,"Customer :Why and what did happen?
Agent :",sad,sad,afraid,"REASONING: The speaker is anticipating a negative academic outcome with worry and uncertainty, reflecting a lack of control rather than anger or sadness. This is a future-oriented anxious/dread response.
VAD_Estimate: [V: -0.55, A: +0.50, D: -0.40]
EMOTION: afraid",[-0.55  0.5  -0.4 ],0.13784048752090217,False,True
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",afraid,"Customer :I suppose so, it is the fact that we do not know what is in it
Agent :",joyful,joyful,afraid,"REASONING: The text explicitly describes a past emotion of being afraid of the dark, so the emotion during that past experience is fear, not relief. High displeasure, high arousal, and low control align with the afraid prototype.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
Riding coasters this weekend,afraid,"Customer :Why? What happened?
Agent :",joyful,joyful,afraid,"REASONING: The statement mentions an inherently intimidating activity (roller coasters) without any positive excitement words, so the dominant feeling is anxiety or dread. This corresponds to negative valence, high arousal, and low control/vulnerability.

VAD_Estimate: [V: -0.50, A: +0.60, D: -0.40]
EMOTION: afraid",[-0.5  0.6 -0.4],0.14317821063276354,False,True
I was so scared but I went skydiving! It was a great experience and I'm so glad I was able to overcome my fears.,afraid,"Customer :I'm deathly afraid of heights! I'm so glad I was able to overcome my fear because it was a great experience!
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly describes feeling “so scared” during the skydive, and the later “glad” and “great experience” are retrospective reflections on overcoming fear, not the emotion felt at the moment. The in-the-moment state is high-arousal fear with low control/vulnerability.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
"When I was younger I was scared of almost any new experience...but since I've been mugged, kicked out of the house, lived homeless, been beaten up, won some street fights and become fully self-employed there's really nothing that scares me anymore",afraid,"Customer :As a sheltered teenager I used to be scared of almost any new experience...but since I've been mugged, kicked out of the house, lived homeless, been beaten up, won some street fights, sparred state champions in the ring and become fully self-employed there's really nothing that scares me anymore
Agent :",surprised,surprised,afraid,"REASONING: The speaker explicitly describes being “scared” during past new experiences, so the felt emotion is fear: unpleasant, high arousal, and a sense of vulnerability/lack of control. The later reflection about no longer being scared is not the emotion being judged.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
I just saw a bobcat outside my house.,afraid,"Customer :That can be a scary thing to see
Agent :",surprised,surprised,afraid,"REASONING: Seeing a bobcat outside is an unexpected potential threat, triggering alarm and a sense of vulnerability rather than joy or mere neutral surprise. The valence is negative, arousal is high, and dominance is low.
VAD_Estimate: [V: -0.55, A: +0.60, D: -0.40]
EMOTION: afraid",[-0.55  0.6  -0.4 ],0.09486832980505135,False,True
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",afraid,"Customer :Why aren't you anymore? 
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly describes a past state of being afraid of the dark, so the emotion during that time was fear—high negative valence, high arousal, and low control/vulnerability. The current relief does not override the temporal anchor.

VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
Roller coasters next weekend,afraid,"Customer :Remember safety is the first priority of amusement parks, everything will be just fine!
Agent :",joyful,joyful,afraid,"REASONING: The upcoming roller coaster event is framed without any positive excitement words, so the dominant reaction is anxiety/dread about an intimidating activity. This yields negative valence, high arousal, and low dominance/vulnerability.
VAD_Estimate: [V: -0.60, A: +0.60, D: -0.40]
EMOTION: afraid",[-0.6  0.6 -0.4],0.05000000000000002,False,True
Going coaster riding this weekend :/,afraid,"Customer :Which amusement park?
Agent :",sad,sad,afraid,"REASONING: The emoticon "": /"" signals reluctance or dread, not excitement. Mentioning coaster riding without positive words reflects anxiety/avoidance, so high negative arousal with low control → afraid.
VAD_Estimate: [V: -0.60, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.6   0.55 -0.4 ],0.07071067811865471,False,True
"I finally got over my fear of heights! But before that, I had never been so scared in my life. I went sky-diving.",afraid,"Customer :I was so scared! I almost fainted twice, and I was so pale and rigid! Looking back it was kind of funny. But I am glad I overcame the fear.
Agent :",joyful,joyful,afraid,"REASONING: The explicit emotion word “scared” refers to the speaker’s feeling during the sky-diving experience, which is intense fear and vulnerability before overcoming it. This corresponds to high negative valence, high arousal, and low dominance.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
I lost the money pouch for the deposit at my job the other day.,afraid,"Customer :Oh no! That is one of my biggest fears!  What did you do?
Agent :",sad,sad,afraid,"REASONING: Losing money entrusted at work is a negative, potentially threatening event with no clear person to blame; it would trigger anxiety, worry, and helplessness about consequences, indicating high arousal and low dominance.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True
when my hit her head,afraid,"Customer :Oh no! Is he/she okay? 
Agent :",sad,sad,afraid,"REASONING: A sudden head injury is unpleasant, alarming, and uncontrollable, producing high arousal and a sense of helplessness rather than anger or joy.  
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]  
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True
When my house burned down in the 8th grade,afraid,"Customer :I can't imagine my house on fire. That's I got home insurance!
Agent :",sad,sad,afraid,"REASONING: A house fire is an immediate, life-threatening danger with little personal control, causing intense distress, high arousal, and vulnerability during the event.
VAD_Estimate: [V: -0.70, A: +0.65, D: -0.50]
EMOTION: afraid",[-0.7   0.65 -0.5 ],0.10488088481701516,False,True
My friend hasnt been feeling well lately.,afraid,"Customer :That's too bad. What seems to be wrong with him?
Agent :",sad,sad,afraid,"REASONING: The friend’s ongoing illness creates concern and uncertainty, with negative valence, moderate anxious arousal, and low control over the situation.
VAD_Estimate: [V: -0.40, A: +0.30, D: -0.40]
EMOTION: afraid",[-0.4  0.3 -0.4],0.3853569773599539,False,True
When my house burned down in the 8th grade,afraid,"Customer :It really hurts to think about it happening, my house burning.
Agent :",sad,sad,afraid,"REASONING: A house fire is a sudden, uncontrollable, and life-threatening event, producing intense distress, high alertness, and a profound sense of vulnerability with no clear way to stop it.  
VAD_Estimate: [V: -0.75, A: +0.65, D: -0.50]  
EMOTION: afraid",[-0.75  0.65 -0.5 ],0.1396424004376894,False,True
When my house burned down in the 8th grade,afraid,"Customer :I hope you didn't lose too much.
Agent :",sad,sad,afraid,"REASONING: A house fire is a life-threatening, uncontrollable event with no clear agent to blame, triggering high-arousal panic and vulnerability rather than anger or grief.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.7   0.6  -0.45],0.06324555320336754,False,True
Roller coasters next weekend,afraid,"Customer :What's wrong?
Agent :",joyful,joyful,afraid,"REASONING: The context of riding roller coasters is inherently intense and intimidating, with no positive excitement words like ""excited"" or ""love,"" so the dominant feeling is anxious dread. This triggers negative valence, high arousal, and low control/vulnerability.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True
when my mother in law fell on ice,afraid,"Customer :Shes older so thats was it was so scary. She did end up injuring her hip. 
Agent :",surprised,surprised,afraid,"REASONING: A sudden fall on ice is unexpected and potentially harmful, triggering alarm and concern with high arousal and low control over the situation. This aligns with fear rather than anger or sadness.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True
Riding coasters this weekend,afraid,"Customer :Good luck!
Agent :",joyful,joyful,afraid,"REASONING: The situation mentions riding roller coasters without explicit positive words like “excited” or “love,” so the dominant response is anxious anticipation/dread of an intimidating activity. This yields negative valence, high arousal, and low perceived control.

VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
I was at a scary maze and one of the people there actually scared me! It was super funny afterwords,afraid,"Customer :I was at a scary maze and one of the people there actually scared me! It was super funny afterwords
Agent :",joyful,joyful,afraid,"REASONING: The in-the-moment event is being startled in a scary maze, which is negative, high-arousal, and vulnerable; the “funny afterwards” is a later reflection, not the felt emotion during the event. The explicit “scared” confirms fear.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
Our home was broken into when we moved in and I felt this way.,afraid,"Customer :They never did, which made it even worse. I wanted to be able to put a face with who did it.
Agent :",angry,angry,afraid,"REASONING: A home break-in is an unexpected, invasive event with an unclear threat and no specific person to confront, causing high arousal and a sense of vulnerability.
VAD_Estimate: [V: -0.70, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.7   0.65 -0.45],0.08062257748298549,False,True
Roller coaster riding next week,afraid,"Customer :We're going to the amusement park!  I've never rode a coaster before!  Kinda scary~!
Agent :",joyful,joyful,afraid,"REASONING: The situation references an upcoming roller coaster ride without any positive words like “excited” or “love,” so the dominant reaction is anxiety and dread about an intimidating activity. This yields negative valence, high arousal, and low control.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
"When I was younger I was scared of almost any new experience...but since I've been mugged, kicked out of the house, lived homeless, been beaten up, won some street fights and become fully self-employed there's really nothing that scares me anymore",afraid,"Customer :Hopefully, it'll be smooth sailing from no onwards.
Agent :",surprised,surprised,afraid,"REASONING: The speaker explicitly describes being “scared” in the past, and although they later reflect on overcoming fear, the emotion felt during that described younger period was fear: high unpleasantness, high arousal, and low control/vulnerability.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
"When I was younger I was scared of almost any new experience...but since I've been mugged, kicked out of the house, lived homeless, been beaten up, won some street fights and become fully self-employed there's really nothing that scares me anymore",afraid,"Customer :Yup and I'm only 26 :)
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says they “were scared” during younger experiences, so the felt emotion at that time is fear. VAD reflects high displeasure, high arousal, and low dominance/vulnerability.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
Yesterday I came across a huge snake in my back yard!,afraid,"Customer :Oh man! Was it poisonous?
Agent :",surprised,surprised,afraid,"REASONING: Encountering a huge snake is an unexpected and potentially dangerous event, triggering high-arousal alarm, strongly negative valence, and a vulnerable sense of low control.
VAD_Estimate: [V: -0.65, A: +0.62, D: -0.45]
EMOTION: afraid",[-0.65  0.62 -0.45],0.030000000000000027,False,True
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",afraid,"Customer : I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says ""used to be afraid,"" so by temporal anchoring and primacy of explicit emotion words, the emotion during that past experience was fear. The VAD profile reflects strong displeasure, high arousal, and vulnerability/helplessness.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
I heard a loud bang in the middle of the night.,afraid,"Customer :was it a gunshot?
Agent :",surprised,surprised,afraid,"REASONING: A sudden loud noise at night is highly arousing and unpleasant, with an ambiguous environmental source that makes the speaker vulnerable and unable to control the situation.
VAD_Estimate: [V: -0.55, A: +0.70, D: -0.45]
EMOTION: afraid",[-0.55  0.7  -0.45],0.13601470508735442,False,True
When my house burned down in the 8th grade,afraid,"Customer :I was too young to know about that, we're done for.
Agent :",sad,sad,afraid,"REASONING: A house fire is a sudden, life-threatening event that overwhelms the speaker with helplessness and the need to escape, rather than anger or passive sadness. This produces strongly negative valence, high arousal, and very low dominance.
VAD_Estimate: [V: -0.70, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.7   0.65 -0.45],0.08062257748298549,False,True
They laid off 3 people at work yesterday. Still haven't mentioned it yet.,afraid,"Customer :They laid off 3 people at work yesterday. Still haven't mentioned it yet.
Agent :",surprised,surprised,afraid,"REASONING: Layoffs create an ambiguous and unresolved threat to job security, leaving the speaker in a state of anxious uncertainty rather than anger or sadness. This involves high displeasure, heightened arousal, and low control over the outcome.
VAD_Estimate: [V: -0.60, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.6   0.55 -0.4 ],0.07071067811865471,False,True
"One night, I was just done reading some really scary stories and my door suddenly opened on its own. Upon closer inspection it was my cat opening it since it wasn't completely closed.",afraid,"Customer :Everyone must have at least once in their life. I checked to see what opened the door and it was just my cat pushing it open haha.
Agent :",surprised,surprised,afraid,"REASONING: The sudden self-opening door right after reading scary stories creates an ambiguous, uncontrollable threat, triggering fear and vulnerability before the cat is discovered. The experience is unpleasant and high-arousal with low dominance.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",afraid,"Customer :Yeah I guess, it was pretty common at that age
Agent :",joyful,joyful,afraid,"REASONING: The speaker describes a past state of being afraid of the dark, so the emotion felt during that described event is fear, even though they now feel less afraid.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
i get this situation in midnight,afraid,"Customer :no real 
Agent :",sad,sad,afraid,"REASONING: The phrase is vague, but “midnight” and “this situation” suggest an unsettling, uncertain experience happening at night. With no clear agent to blame, the response leans toward heightened arousal and lowered control, matching fear.
VAD_Estimate: [V: -0.60, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.6   0.55 -0.45],0.06708203932499367,False,True
I woke up the other day to REALLY loud knocking at my apartment door. I don't know who it was because I didn't answer the door.,afraid,"Customer :Well, I thought about opening it but I didn't. I don't know exactly what happened, but the police came and I heard them telling the man to go home, so maybe he was on something.
Agent :",surprised,surprised,afraid,"REASONING: The loud, unexpected knocking at the door creates a sudden, jarring disruption with an unknown potential threat. Not answering suggests apprehension and vulnerability rather than confrontation or blame, indicating high arousal and low dominance.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True
My friend hasnt been feeling well lately.,afraid,"Customer :His heart has been beating real fast lately.
Agent :",sad,sad,afraid,"REASONING: The friend’s illness triggers concern and worry rather than anger or joy. The valence is negative, arousal is moderate, and the speaker has little control over the friend’s health outcome → closest to afraid.
VAD_Estimate: [V: -0.45, A: +0.35, D: -0.35]
EMOTION: afraid",[-0.45  0.35 -0.35],0.324037034920393,False,True
I was out in the woods naked.,afraid,"Customer :I did not know exactly what to do withmyself.
Agent :",surprised,surprised,afraid,"REASONING: Being naked in the woods creates a strong sense of exposure and vulnerability, with no specific person to blame; the ambiguous environmental threat triggers anxiety and helplessness rather than anger or joy.  
VAD_Estimate: [V: -0.60, A: +0.50, D: -0.45]  
EMOTION: afraid",[-0.6   0.5  -0.45],0.10954451150103321,False,True
My friend hasn't answered me calls for 2 weeks now. I don't know what's going on.,afraid,"Customer :I asked their roommates but they don't know anything.
Agent :",sad,sad,afraid,"REASONING: The situation is negative and uncertain; being ignored without explanation creates worry and unease, with high mental arousal and low sense of control.
VAD_Estimate: [V: -0.50, A: +0.50, D: -0.40]
EMOTION: afraid",[-0.5  0.5 -0.4],0.17464249196572978,False,True
I don't think I'm going to do so well this semester.,afraid,"Customer :Oh, be positive, try your best.
Agent :",sad,sad,afraid,"REASONING: The statement expresses worry and uncertainty about future performance, which is negatively valenced, moderately arousing, and involves a low sense of control over the outcome.
VAD_Estimate: [V: -0.55, A: +0.40, D: -0.40]
EMOTION: afraid",[-0.55  0.4  -0.4 ],0.2213594362117865,False,True
"When I was younger, I went on a trip to my cousins ski home in New York. I am from Florida and didn't know any better and stuck my tongue to a frozen pole when one of my cousins dared me to. I dont recommend it.",afraid,"Customer :Oh no, that classic prank! I bet that was painful, I've only seen it on movies.
Agent :",surprised,surprised,afraid,"REASONING: The event involves sudden physical pain and helplessness from being stuck to a frozen pole, creating strongly negative valence, high arousal from panic and shock, and very low dominance due to being trapped and vulnerable.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.50]
EMOTION: afraid",[-0.65  0.6  -0.5 ],0.07071067811865477,False,True
Our home was broken in to 2 months after we purchased it.,afraid,"Customer :Im so sorry to hear that. I was watching a house for a familty member and they're safe was stolen.
Agent :",angry,angry,afraid,"REASONING: A home break-in is a highly negative, high-arousal event that undermines a person’s sense of safety and control. The passive phrasing and lack of a direct target for blame emphasize vulnerability and threat rather than assertive anger.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True
I heard a loud bang in the middle of the night.,afraid,"Customer :I heard a loud bang in the middle of last night and it woke me up.
Agent :",surprised,surprised,afraid,"REASONING: A sudden loud bang at night is ambiguous and potentially threatening, causing high arousal, negative valence, and a vulnerable sense of low control. This aligns with fear rather than simple surprise because the unknown noise signals possible danger.
VAD_Estimate: [V: -0.60, A: +0.65, D: -0.40]
EMOTION: afraid",[-0.6   0.65 -0.4 ],0.0707106781186548,False,True
All the lights in my neighborhood has gone out except my home. People are looking at my home weird now.,afraid,"Customer :Wow that's a strange thing. Any idea why that happened?
Agent :",surprised,surprised,afraid,"REASONING: The situation is eerie and socially uncomfortable: being singled out while the neighborhood is dark creates unease and vulnerability. Valence is negative, arousal is moderately high due to the strange attention, and dominance is low because the speaker feels exposed and uncertain.
VAD_Estimate: [V: -0.55, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.55  0.55 -0.45],0.1048808848170151,False,True
I went to the store. When I got there the place was being robbed!,afraid,"Customer :The place done got robbed!
Agent :",surprised,surprised,afraid,"REASONING: The situation involves an unexpected, dangerous criminal event with potential threat to safety, triggering high arousal and helplessness rather than anger or excitement. Negative valence, high arousal, low dominance → fear.
VAD_Estimate: [V: -0.70, A: +0.70, D: -0.45]
EMOTION: afraid",[-0.7   0.7  -0.45],0.11832159566199227,False,True
When my house burned down in middle school. It was in the middle of the night.,afraid,"Customer :It was burned in a paint fire, tragic.
Agent :",sad,sad,afraid,"REASONING: A house fire in the middle of the night is a sudden, life-threatening environmental danger during the event, causing intense negative valence, high arousal, and a strong sense of vulnerability/helplessness rather than anger or sadness.
VAD_Estimate: [V: -0.70, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.7   0.65 -0.45],0.08062257748298549,False,True
I'm going to an amusement park tomorrow. I don,afraid,"Customer :Ive never been on any but I'll try it out
Agent :",joyful,joyful,afraid,"REASONING: The speaker is anticipating an amusement park visit, but the incomplete phrase “I don...” suggests reluctance or anxiety rather than excitement. The context points to dread about an intimidating/uncertain event, with negative valence, high arousal, and low control.
VAD_Estimate: [V: -0.60, A: +0.60, D: -0.40]
EMOTION: afraid",[-0.6  0.6 -0.4],0.05000000000000002,False,True
Roller coasters next weekend,afraid,"Customer :Nothing.  I'm going to ride rollercoasters this weekend.  So scared of them.
Agent :",joyful,joyful,afraid,"REASONING: The speaker mentions an inherently thrilling but risky activity with no positive emotion words, indicating anxiety or dread about the upcoming event → negative valence, high arousal, low control.
VAD_Estimate: [V: -0.55, A: +0.60, D: -0.35]
EMOTION: afraid",[-0.55  0.6  -0.35],0.12041594578792295,False,True
