Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct,true_macro_3d,baseline_macro_3d,theory_macro_3d,baseline_vad_error,theory_vad_error
Once I studied really hard for a physics quiz and then I tried to set an alarm to wake up for it. Instead I slept through it and thought I was gonna get a zero on the quiz.,afraid,"Customer :Yeah I lied to the professor and he let me do it later that day.
Agent :",sad,sad,afraid,"REASONING: Sleeping through an important quiz creates sudden anxiety and dread about the consequence (getting a zero). The situation feels uncontrollable and self-caused, with no external target for blame, producing high-arousal negative affect and low dominance.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
I got new neighbors and I don't think they are too nice. I don't want to speak to them,afraid,"Customer :I don't think my new neighbors are nice people
Agent :",disgusted,disgusted,afraid,"REASONING: The speaker negatively judges the neighbors and actively avoids interacting with them, suggesting unease and withdrawal rather than anger or sadness. This is mildly negative, moderately arousing, and reflects low dominance/vulnerability.
VAD_Estimate: [V: -0.40, A: +0.20, D: -0.35]
EMOTION: afraid",[-0.4   0.2  -0.35],0.47328638264796924,False,True,Negative_High_Submissive,Negative_High_Moderate,Negative_High_Submissive,0.5964059020499378,0.0
My apartment is getting infested with bugs. I'm not so sure we'll be able to get rid of them entirely...,afraid,"Customer :That is horrible. I would hate to have to deal with that when it's not my fault.
Agent :",disgusted,disgusted,disgusted,"REASONING: The bug infestation triggers revulsion and a sense of contamination, with moderately negative mood and some anxious uncertainty about solving it. The core reaction is disgust rather than fear because there is no immediate life-threatening danger, just an unpleasant, invasive pest problem.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.10]
EMOTION: disgusted",[-0.6   0.35  0.1 ],0.5873670062235365,False,False,Negative_High_Submissive,Negative_High_Moderate,Negative_High_Moderate,0.5964059020499378,0.5964059020499378
"I don't know what that thing is, but it has way too many legs for my comfort.",afraid,"Customer :Definitely an insect, but why so many legs?!!
Agent :",disgusted,disgusted,disgusted,"REASONING: The unknown creature’s unpleasant, creepy appearance triggers revulsion and a desire to avoid it, with moderate arousal and a sense of rejection rather than intense panic or helplessness.
VAD_Estimate: [V: -0.60, A: +0.40, D: +0.10]
EMOTION: disgusted",[-0.6  0.4  0.1],0.5678908345800273,False,False,Negative_High_Submissive,Negative_High_Moderate,Negative_High_Moderate,0.5964059020499378,0.5964059020499378
I think my boyfriend is cheating on me,afraid,"Customer :That's terrible. Have you confronted him about it?
Agent :",sad,sad,afraid,"REASONING: The situation involves suspicion of betrayal, creating anxious uncertainty rather than confirmed blame. Valence is negative, arousal is elevated due to worry, and dominance is low because the speaker feels vulnerable and lacks control over the outcome.  
VAD_Estimate: [V: -0.65, A: +0.58, D: -0.45]  
EMOTION: afraid",[-0.65  0.58 -0.45],0.030000000000000027,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
My crush keeps hanging out with a new guy classmate a lot lately.,afraid,"Customer :My crush keeps hanging out with a new guy classmate a lot lately
Agent :",sad,sad,angry,"REASONING: The situation involves ongoing irritation and jealousy because the crush is repeatedly choosing to spend time with someone else. This is active frustration with a clear cause, not passive sadness or fear.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]
EMOTION: angry",[-0.55  0.6   0.2 ],0.6363961030678927,False,False,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Moderate,0.8757853618324527,0.6923871749245504
"I finally got over my fear of heights! But before that, I had never been so scared in my life. I went sky-diving.",afraid,"Customer :I finally got over my fear of heights! But before that, I had never been so scared in my life. I went sky-diving so I had to jump off a plane!
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says they were “scared” during the sky-diving event, so the emotion felt then is fear, regardless of later relief. High displeasure, high arousal, and low control/vulnerability match the afraid prototype.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
Just watched season 2 of Luther last night on Netflix.  Keeps you on the edge of your seat.,afraid,"Customer :Loved it.  Each episode gives me nightmares.  Great show!
Agent :",joyful,joyful,surprised,"REASONING: Watching a gripping, suspenseful series keeps the viewer intensely engaged with high arousal and low control, carried along by unexpected twists; the thrill is mildly pleasurable but not a calm or joyful state.

VAD_Estimate: [V: +0.20, A: +0.75, D: -0.20]
EMOTION: surprised",[ 0.2   0.75 -0.2 ],0.8837420438114281,False,False,Negative_High_Submissive,Positive_High_Dominant,Neutral_High_Moderate,1.607109205996904,0.7102816342831906
Being alone in a foreign country.,afraid,"Customer :It was for business, but the meetings only last for a few hours everyday. So I am just kind of waiting in my room because I'm to worried about getting lost if I wander about.
Agent :",sad,sad,sad,"REASONING: Being alone in a foreign country suggests isolation, unfamiliarity, and a lack of social support, leading to passive loneliness and lowered sense of control rather than immediate threat or high-energy distress. Valence is negative, arousal is low, and dominance is low.
VAD_Estimate: [V: -0.55, A: -0.30, D: -0.40]
EMOTION: sad",[-0.55 -0.3  -0.4 ],0.9049861877399012,False,False,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_Moderate_Submissive,0.8757853618324527,0.8757853618324527
I was so scared but I went skydiving! It was a great experience and I'm so glad I was able to overcome my fears.,afraid,"Customer :Oh wow! Are you afraid of heights at all?
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says they were “scared” during the skydiving event; the later positive reflection does not override the emotion felt at the time. Fear involves negative valence, high arousal, and low perceived control.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
I lost the money pouch for the deposit at my job the other day.,afraid,"Customer :There was nothing I could do.  I told my boss and he kicked it up to the regional bosses.  I am suspended and just have to wait to see if I can keep my job :(
Agent :",sad,sad,afraid,"REASONING: Losing a deposit money pouch at work is a negative, high-stakes event with potential blame and consequences. The speaker likely felt sudden anxiety and helplessness rather than anger or sadness, aligning with high negative valence, high arousal, and low dominance.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
All the lights in my neighborhood has gone out except my home. People are looking at my home weird now.,afraid,"Customer :All the lights in my neighborhood has gone out except my home. People are looking at my home weird now.
Agent :",surprised,surprised,afraid,"REASONING: The situation is eerie and socially uncomfortable, with no clear cause or threat to blame; being singled out and watched by neighbors creates vulnerability and unease. This yields negative valence, moderately high arousal, and low dominance/control.
VAD_Estimate: [V: -0.55, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.55  0.55 -0.4 ],0.10723805294763601,False,True,Negative_High_Submissive,Neutral_High_Moderate,Negative_High_Submissive,0.7102816342831906,0.0
I'm going to be across the ocean from my girlfriend for school.,afraid,"Customer :Nice! Is she happy about it?
Agent :",sad,sad,sad,"REASONING: The situation involves impending separation from a loved one, which evokes sadness, longing, and helplessness rather than high arousal or blame. Valence is negative, arousal is low, and dominance is low due to the uncontrollable distance.
VAD_Estimate: [V: -0.65, A: -0.25, D: -0.35]
EMOTION: sad",[-0.65 -0.25 -0.35],0.8538149682454623,False,False,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_Moderate_Submissive,0.8757853618324527,0.8757853618324527
"My house burned down and I had to rescue my family, It was a chilly night.",afraid,"Customer :What a scary night that was.
Agent :",sad,sad,afraid,"REASONING: A house fire is an uncontrollable, life-threatening environmental danger requiring urgent escape and rescue; the situation triggers intense distress and vulnerability rather than blame or joy.
VAD_Estimate: [V: -0.75, A: +0.70, D: -0.45]
EMOTION: afraid",[-0.75  0.7  -0.45],0.15,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
When my house burned down in middle school. It was in the middle of the night.,afraid,"Customer :It was so terrifying to see my house burn.
Agent :",sad,sad,afraid,"REASONING: The event is a sudden, life-threatening nighttime fire, evoking immediate helplessness and terror rather than reflective grief. High displeasure, high arousal, and very low dominance align with fear.
VAD_Estimate: [V: -0.80, A: +0.70, D: -0.60]
EMOTION: afraid",[-0.8  0.7 -0.6],0.2539685019840059,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
Amusement park this weekend,afraid,"Customer :Why weird
Agent :",joyful,joyful,joyful,"REASONING: The phrase suggests an upcoming enjoyable outing with high excitement and positive anticipation. This maps to high pleasure, elevated arousal, and moderate assertive control/empowerment.
VAD_Estimate: [V: +0.70, A: +0.55, D: +0.30]
EMOTION: joyful",[0.7  0.55 0.3 ],1.5267612779999364,False,False,Negative_High_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.607109205996904,1.607109205996904
I was at a scary maze and one of the people there actually scared me! It was super funny afterwords,afraid,"Customer :I do not like scary! I try to stay away from scary movies, too!
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says they were “scared” during the maze, and the funniness afterward is a later reflection, not the emotion felt in the moment. The event triggered unpleasant surprise, high arousal, and vulnerability.  
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]  
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
I am really not liking Mondays.,afraid,"Customer :I am really not liking Mondays.
Agent :",disgusted,disgusted,sad,"REASONING: The phrase “not liking Mondays” expresses mild displeasure and low-energy dissatisfaction, closer to dejection than active anger. Valence is negative, arousal is low, and dominance is slightly low.
VAD_Estimate: [V: -0.50, A: -0.20, D: -0.20]
EMOTION: sad",[-0.5 -0.2 -0.2],0.8440971508067067,False,False,Negative_High_Submissive,Negative_High_Moderate,Negative_Moderate_Submissive,0.5964059020499378,0.8757853618324527
I am so scary that my manager doesn't keep his promise for my promotion.,afraid,"Customer :I am sure he will!
Agent :",sad,sad,afraid,"REASONING: The phrase “so scary” likely indicates feeling scared/anxious about the manager not keeping the promotion promise. This is a high-arousal, negative, low-control state of worry rather than anger or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.55  0.55 -0.4 ],0.10723805294763601,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
"When I was younger, I went on a trip to my cousins ski home in New York. I am from Florida and didn't know any better and stuck my tongue to a frozen pole when one of my cousins dared me to. I dont recommend it.",afraid,"Customer :Haha well fortunately my cousin was like ""Oh [BLEEP] I didnt think you were actually going to do it. [BLEEP]"" He was like, dont move not even a millicentimeter, Ill be right back!! And came back with a warm sponge and warm water! 
Agent :",surprised,surprised,surprised,"REASONING: The situation is negative and physically painful, with a sudden startling feeling when the tongue sticks. There is no clear enemy to blame, no life-threatening danger, and no contamination-based revulsion; the main reaction is unexpected unpleasant shock and helplessness.
VAD_Estimate: [V: -0.35, A: +0.55, D: -0.35]
EMOTION: surprised",[-0.35  0.55 -0.35],0.30495901363953815,False,False,Negative_High_Submissive,Neutral_High_Moderate,Neutral_High_Moderate,0.7102816342831906,0.7102816342831906
I don't think I'm going to do so well this semester.,afraid,"Customer :Why and what did happen?
Agent :",sad,sad,afraid,"REASONING: The speaker is anticipating a negative academic outcome with worry and uncertainty, reflecting a lack of control rather than anger or sadness. This is a future-oriented anxious/dread response.
VAD_Estimate: [V: -0.55, A: +0.50, D: -0.40]
EMOTION: afraid",[-0.55  0.5  -0.4 ],0.13784048752090217,False,True,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_High_Submissive,0.8757853618324527,0.0
i hate when my friend speeds down the interstate for no reason whatsoever,afraid,"Customer :i keep warning him but he does not listen
Agent :",angry,angry,angry,"REASONING: The explicit word “hate” signals strong displeasure and irritation directed at the friend’s reckless behavior. This is a frustrating, confrontational reaction with high arousal and assertive control, not fear or sadness.
VAD_Estimate: [V: -0.50, A: +0.60, D: +0.25]
EMOTION: angry",[-0.5   0.6   0.25],0.6942621983083912,False,False,Negative_High_Submissive,Negative_High_Moderate,Negative_High_Moderate,0.6923871749245504,0.6923871749245504
I kept hearing odd sounds at night... I think there is a racoon in the attic!,afraid,"Customer :I keet hearing odd sounds at night... I think there is a racoon in the attic!
Agent :",surprised,surprised,surprised,"REASONING: The repeated odd sounds create alertness, but the realization that the cause is a raccoon in the attic is unexpected rather than truly threatening or blameworthy. Valence is mildly negative/neutral, arousal is moderately elevated, and dominance is low due to uncertainty and lack of control over the situation.  
VAD_Estimate: [V: -0.20, A: +0.55, D: -0.30]  
EMOTION: surprised",[-0.2   0.55 -0.3 ],0.46151923036857306,False,False,Negative_High_Submissive,Neutral_High_Moderate,Neutral_High_Moderate,0.7102816342831906,0.7102816342831906
birth of my first child,afraid,"Customer :i was a nervous wreck when my son was born!
Agent :",joyful,joyful,joyful,"REASONING: The birth of a first child is a deeply positive and exhilarating life event, evoking high pleasure, high excitement, and a strong sense of personal fulfillment and empowerment → joyful.
VAD_Estimate: [V: +0.85, A: +0.70, D: +0.45]
EMOTION: joyful",[0.85 0.7  0.45],1.7333493589002766,False,False,Negative_High_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.607109205996904,1.607109205996904
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",afraid,"Customer :I suppose so, it is the fact that we do not know what is in it
Agent :",joyful,joyful,afraid,"REASONING: The text explicitly describes a past emotion of being afraid of the dark, so the emotion during that past experience is fear, not relief. High displeasure, high arousal, and low control align with the afraid prototype.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
The other day I found an iguana in my backyard. I hate iguanas!,afraid,"Customer :Oh no! I think they're cute but I'd probably be freaked out if I saw one in my yard, too. What did you do?
Agent :",disgusted,disgusted,disgusted,"REASONING: The speaker expresses strong dislike and aversion toward the iguana, indicating negative valence, moderate arousal, and a desire to reject or avoid it.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.10]
EMOTION: disgusted",[-0.6   0.35  0.1 ],0.5873670062235365,False,False,Negative_High_Submissive,Negative_High_Moderate,Negative_High_Moderate,0.5964059020499378,0.5964059020499378
i was exposed to lice at work,afraid,"Customer :That's horrible. What is your work doing to fix that?
Agent :",disgusted,disgusted,disgusted,"REASONING: The situation involves exposure to lice, which is a contamination/infestation trigger that causes revulsion and a desire to reject or avoid, rather than anger or fear. This corresponds to negative valence, moderate arousal, and slight controlling avoidance.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.10]
EMOTION: disgusted",[-0.6   0.35  0.1 ],0.5873670062235365,False,False,Negative_High_Submissive,Negative_High_Moderate,Negative_High_Moderate,0.5964059020499378,0.5964059020499378
Riding coasters this weekend,afraid,"Customer :Why? What happened?
Agent :",joyful,joyful,afraid,"REASONING: The statement mentions an inherently intimidating activity (roller coasters) without any positive excitement words, so the dominant feeling is anxiety or dread. This corresponds to negative valence, high arousal, and low control/vulnerability.

VAD_Estimate: [V: -0.50, A: +0.60, D: -0.40]
EMOTION: afraid",[-0.5  0.6 -0.4],0.14317821063276354,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
I was so scared but I went skydiving! It was a great experience and I'm so glad I was able to overcome my fears.,afraid,"Customer :I'm deathly afraid of heights! I'm so glad I was able to overcome my fear because it was a great experience!
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly describes feeling “so scared” during the skydive, and the later “glad” and “great experience” are retrospective reflections on overcoming fear, not the emotion felt at the moment. The in-the-moment state is high-arousal fear with low control/vulnerability.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
I don't think I' going to like this semester. I didnt get any of the classes I want,afraid,"Customer :Oh dang! Did you file for classes late?
Agent :",sad,sad,sad,"REASONING: The speaker expresses disappointment and resignation about not getting desired classes, with low energy and a sense of lack of control over the situation. This aligns with sadness rather than anger or fear.
VAD_Estimate: [V: -0.55, A: -0.25, D: -0.35]
EMOTION: sad",[-0.55 -0.25 -0.35],0.85848704125339,False,False,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_Moderate_Submissive,0.8757853618324527,0.8757853618324527
I just saw a bobcat outside my house.,afraid,"Customer :Indeed it can. they've not a nasty howl too
Agent :",surprised,surprised,surprised,"REASONING: Seeing a bobcat is unexpected and startling, triggering alertness rather than clear anger, sadness, or joy. The valence is slightly negative or neutral, arousal is high, and control feels low due to unpredictability.
VAD_Estimate: [V: -0.10, A: +0.70, D: -0.20]
EMOTION: surprised",[-0.1  0.7 -0.2],0.5953990258641678,False,False,Negative_High_Submissive,Neutral_High_Moderate,Neutral_High_Moderate,0.7102816342831906,0.7102816342831906
"When I was younger I was scared of almost any new experience...but since I've been mugged, kicked out of the house, lived homeless, been beaten up, won some street fights and become fully self-employed there's really nothing that scares me anymore",afraid,"Customer :As a sheltered teenager I used to be scared of almost any new experience...but since I've been mugged, kicked out of the house, lived homeless, been beaten up, won some street fights, sparred state champions in the ring and become fully self-employed there's really nothing that scares me anymore
Agent :",surprised,surprised,afraid,"REASONING: The speaker explicitly describes being “scared” during past new experiences, so the felt emotion is fear: unpleasant, high arousal, and a sense of vulnerability/lack of control. The later reflection about no longer being scared is not the emotion being judged.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Neutral_High_Moderate,Negative_High_Submissive,0.7102816342831906,0.0
I just saw a bobcat outside my house.,afraid,"Customer :That can be a scary thing to see
Agent :",surprised,surprised,afraid,"REASONING: Seeing a bobcat outside is an unexpected potential threat, triggering alarm and a sense of vulnerability rather than joy or mere neutral surprise. The valence is negative, arousal is high, and dominance is low.
VAD_Estimate: [V: -0.55, A: +0.60, D: -0.40]
EMOTION: afraid",[-0.55  0.6  -0.4 ],0.09486832980505135,False,True,Negative_High_Submissive,Neutral_High_Moderate,Negative_High_Submissive,0.7102816342831906,0.0
I do not like being around bats.,afraid,"Customer :Yes, once when I was trapped in a cave.
Agent :",disgusted,disgusted,disgusted,"REASONING: The speaker expresses a clear aversion to bats, with negative valence, moderate unease, and a desire to avoid/reject the situation rather than intense panic or anger.
VAD_Estimate: [V: -0.55, A: +0.30, D: +0.10]
EMOTION: disgusted",[-0.55  0.3   0.1 ],0.6156297588648554,False,False,Negative_High_Submissive,Negative_High_Moderate,Negative_High_Moderate,0.5964059020499378,0.5964059020499378
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",afraid,"Customer :Why aren't you anymore? 
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly describes a past state of being afraid of the dark, so the emotion during that time was fear—high negative valence, high arousal, and low control/vulnerability. The current relief does not override the temporal anchor.

VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
There was a loud sound from the bedroom.,afraid,"Customer :What did the voice say?
Agent :",surprised,surprised,surprised,"REASONING: A sudden loud noise is unexpected and startling, creating high arousal and low control without a clear positive or negative appraisal yet.
VAD_Estimate: [V: 0.00, A: +0.67, D: -0.13]
EMOTION: surprised",[ 0.    0.67 -0.13],0.7102816342831906,False,False,Negative_High_Submissive,Neutral_High_Moderate,Neutral_High_Moderate,0.7102816342831906,0.7102816342831906
I went to take the trash out last night and there was a stray dog in my driveway.,afraid,"Customer :Oh no.  Was the dog friendly?
Agent :",surprised,surprised,surprised,"REASONING: The situation describes an unexpected encounter with a stray dog at night, which likely triggers a startle response and uncertainty rather than clear fear or anger. Valence is slightly negative/neutral, arousal is moderately high due to surprise, and dominance is lowered by the unpredictable situation.
VAD_Estimate: [V: -0.10, A: +0.60, D: -0.20]
EMOTION: surprised",[-0.1  0.6 -0.2],0.5869412236331676,False,False,Negative_High_Submissive,Neutral_High_Moderate,Neutral_High_Moderate,0.7102816342831906,0.7102816342831906
Roller coasters next weekend,afraid,"Customer :Remember safety is the first priority of amusement parks, everything will be just fine!
Agent :",joyful,joyful,afraid,"REASONING: The upcoming roller coaster event is framed without any positive excitement words, so the dominant reaction is anxiety/dread about an intimidating activity. This yields negative valence, high arousal, and low dominance/vulnerability.
VAD_Estimate: [V: -0.60, A: +0.60, D: -0.40]
EMOTION: afraid",[-0.6  0.6 -0.4],0.05000000000000002,False,True,Negative_High_Submissive,Positive_High_Dominant,Negative_High_Submissive,1.607109205996904,0.0
i cant wait for monday!,afraid,"Customer :i cant wait for monday!
Agent :",joyful,joyful,joyful,"REASONING: The speaker expresses eager anticipation, which is positive, high-arousal excitement and a sense of confident expectation → closest to joyful.
VAD_Estimate: [V: +0.70, A: +0.60, D: +0.35]
EMOTION: joyful",[0.7  0.6  0.35],1.5504837954651445,False,False,Negative_High_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.607109205996904,1.607109205996904
I invested in cryptocurrency last year but the market is looking pretty bad.,afraid,"Customer :Oh that's awful! I invested 6,000 in January and I'm down to $150 now. I sold off a lot to pay bills but if I wait for it to go back up I can maybe recover 1,500. 
Agent :",sad,sad,sad,"REASONING: The situation is negative and involves financial loss or uncertainty, but there is no clear threat or target for blame; it evokes disappointment, low energy, and a sense of helplessness rather than anger or fear. This aligns with sadness.
VAD_Estimate: [V: -0.60, A: -0.25, D: -0.35]
EMOTION: sad",[-0.6  -0.25 -0.35],0.8546929273136639,False,False,Negative_High_Submissive,Negative_Moderate_Submissive,Negative_Moderate_Submissive,0.8757853618324527,0.8757853618324527
