Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct
I'm going to be across the ocean from my girlfriend for school.,afraid,"Customer :No. We're both kind of sad actually.
Agent :",sad,sad,sad,"REASONING: Being separated from a loved one by a great distance suggests sadness, longing, and a sense of helplessness about the situation, with low energy and low control.
VAD_Estimate: [V: -0.60, A: -0.30, D: -0.35]
EMOTION: sad",[-0.6  -0.3  -0.35],0.9044335243676009,False,False
I am cooking dinner for my boyfriend tomorrow for the first time,afraid,"Customer :That's nice of you. Is it a special occasion?
Agent :",joyful,joyful,joyful,"REASONING: The situation is a self-chosen, affectionate plan with no explicit negative emotion word or threat mentioned. Cooking for a boyfriend suggests pleasant anticipation, moderate excitement, and a sense of control over the event, aligning closest with joy.
VAD_Estimate: [V: +0.70, A: +0.50, D: +0.35]
EMOTION: joyful",[0.7  0.5  0.35],1.5537052487521563,False,False
I would like to try skydiving.,afraid,"Customer :I need to work on fear first and then I will try it.
Agent :",joyful,joyful,joyful,"REASONING: The speaker expresses interest and excitement about a thrilling future activity, indicating positive anticipation and high energy rather than fear or sadness.
VAD_Estimate: [V: +0.60, A: +0.60, D: +0.40]
EMOTION: joyful",[0.6 0.6 0.4],1.4921461054467824,False,False
My friend got into accident last month. His leg might  be removed!!,afraid,"Customer :No he is not!! i am afraid his leg might be removed
Agent :",sad,sad,sad,"REASONING: This is tragic, shocking news about a friend’s possible amputation, evoking helpless grief and deep concern rather than anger or personal fear. Valence is strongly negative, arousal is elevated due to the alarming exclamation, and dominance is low because the speaker cannot control the outcome.  
VAD_Estimate: [V: -0.80, A: +0.50, D: -0.45]  
EMOTION: sad",[-0.8   0.5  -0.45],0.18973665961010278,False,False
When I lost my job.,afraid,"Customer :I feel your pain, that happened to me a few years ago, I ended up having to settle on a job I didn't like just to make ends meet.
Agent :",sad,sad,sad,"REASONING: Losing a job is a significant loss associated with feelings of dejection, helplessness, and low energy rather than active anger or panic. The event is unpleasant, passively experienced, and reduces one’s sense of control.
VAD_Estimate: [V: -0.65, A: -0.30, D: -0.40]
EMOTION: sad",[-0.65 -0.3  -0.4 ],0.9005553841935541,False,False
I am old.  I am seperated from my wife.  I live far from my children.  For pragmatoic reasons I am the one that can file for divorce.  I do not want to die alone.,afraid,"Customer :That is riduculous.  Death is inevitible.
Agent :",sad,sad,sad,"REASONING: The situation is characterized by isolation, aging, separation, and loneliness. The tone is resigned and melancholy rather than panicked, with low energy and a sense of helplessness about an undesirable situation → strongly negative valence, low arousal, low dominance.
VAD_Estimate: [V: -0.65, A: -0.30, D: -0.35]
EMOTION: sad",[-0.65 -0.3  -0.35],0.9036038955205979,False,False
I am home alone this weekend. I do not like that. It gets too quiet.,afraid,"Customer :I am all one in the house this weekend.
Agent :",sad,sad,sad,"REASONING: The speaker expresses dislike of being home alone in a quiet environment, indicating unpleasantness, low energy, and a passive sense of isolation or melancholy.
VAD_Estimate: [V: -0.55, A: -0.30, D: -0.35]
EMOTION: sad",[-0.55 -0.3  -0.35],0.9080198235721507,False,False
i cant wait for monday!,afraid,"Customer :What is going on Monday?
Agent :",joyful,joyful,joyful,"REASONING: The phrase “can’t wait” signals eager, positive anticipation about an upcoming event, with high energy and a sense of excited control. This aligns with joy rather than fear or sadness.
VAD_Estimate: [V: +0.70, A: +0.60, D: +0.30]
EMOTION: joyful",[0.7 0.6 0.3],1.5259423318068084,False,False
I don't think I' going to like this semester. I didnt get any of the classes I want,afraid,"Customer :I'm so sorry to hear it! Were you able to take anything?
Agent :",sad,sad,sad,"REASONING: The situation involves unmet expectations and disappointment about the upcoming semester, with a passive, resigned tone rather than active frustration or fear. This aligns with low pleasure, low arousal, and a sense of low control.
VAD_Estimate: [V: -0.55, A: -0.30, D: -0.35]
EMOTION: sad",[-0.55 -0.3  -0.35],0.9080198235721507,False,False
I would like to try skydiving.,afraid,"Customer :I would love to try skydiving. I am so afraid of heigh.
Agent :",joyful,joyful,joyful,"REASONING: The speaker expresses a positive desire and anticipation about trying skydiving, with no words suggesting fear or dread. This suggests pleasantness, moderate excitement, and a sense of personal choice/control.
VAD_Estimate: [V: +0.55, A: +0.45, D: +0.25]
EMOTION: joyful",[0.55 0.45 0.25],1.3787675656179326,False,False
I am a unhappy that  there is nothing I could do to help,afraid,"Customer :Oh no! What had happened to you?
Agent :",sad,sad,sad,"REASONING: The speaker explicitly says “unhappy” about feeling helpless to help, which indicates sadness, low energy, and low control over the situation.
VAD_Estimate: [V: -0.65, A: -0.30, D: -0.40]
EMOTION: sad",[-0.65 -0.3  -0.4 ],0.9005553841935541,False,False
I am a unhappy that  there is nothing I could do to help,afraid,"Customer :I am a unhappy that there is nothing I could do to help
Agent :",sad,sad,sad,"REASONING: The explicit word “unhappy” signals displeasure and sadness, not anger or fear. The sense of helplessness (“nothing I could do”) lowers dominance and energy, matching a sad, dejected state.
VAD_Estimate: [V: -0.65, A: -0.30, D: -0.40]
EMOTION: sad",[-0.65 -0.3  -0.4 ],0.9005553841935541,False,False
Our home was broken in to 2 months after we purchased it.,afraid,"Customer :Im so sorry to hear that. I was watching a house for a familty member and they're safe was stolen.
Agent :",angry,angry,angry,"REASONING: The break-in is a negative, intrusive event caused by a person (the burglar), which typically triggers high-arousal frustration and blame rather than passive sadness or ambiguous environmental fear. The speaker feels violated but also irritated and angry at the violation.
VAD_Estimate: [V: -0.55, A: +0.65, D: +0.20]
EMOTION: angry",[-0.55  0.65  0.2 ],0.6383572667401852,False,False
Just watched season 2 of Luther last night on Netflix.  Keeps you on the edge of your seat.,afraid,"Customer :Oh, how did you like it?
Agent :",joyful,joyful,joyful,"REASONING: Watching an engaging thriller series is an enjoyable, exciting experience; being “on the edge of your seat” signals high arousal and positive entertainment, not real threat.
VAD_Estimate: [V: +0.65, A: +0.70, D: +0.25]
EMOTION: joyful",[0.65 0.7  0.25],1.461677118928801,False,False
I am so scary that my manager doesn't keep his promise for my promotion.,afraid,"Customer :I don't know. I have a bad feeling about it.
Agent :",angry,angry,angry,"REASONING: The speaker expresses frustration about a specific person (the manager) breaking a promotion promise, indicating active irritation and blame. The phrase “I am so scary” suggests a sense of intimidation/assertiveness, raising dominance. This points to anger rather than fear or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.30]
EMOTION: angry",[-0.55  0.55  0.3 ],0.7372245248226621,False,False
birth of my first child,afraid,"Customer :so many emotions!
Agent :",joyful,joyful,joyful,"REASONING: The birth of a first child is a profoundly positive life event, bringing intense happiness, excitement, and a sense of empowerment. High pleasure and high arousal with strong control align with joy.
VAD_Estimate: [V: +0.85, A: +0.65, D: +0.40]
EMOTION: joyful",[0.85 0.65 0.4 ],1.706311812067185,False,False
I hate hate hate riding on trains!,afraid,"Customer :Everytime im on the train I swear im going to have a panic attack.
Agent :",angry,angry,angry,"REASONING: The explicit word “hate” signals strong displeasure and irritation toward trains, with high-energy frustration and an assertive complaint rather than fear or sadness.
VAD_Estimate: [V: -0.60, A: +0.65, D: +0.30]
EMOTION: angry",[-0.6   0.65  0.3 ],0.7328028384224504,False,False
Just watched season 2 of Luther last night on Netflix.  Keeps you on the edge of your seat.,afraid,"Customer :I finished season 2 of Luther on Netflix last night.
Agent :",joyful,joyful,joyful,"REASONING: Watching an intense and gripping Netflix series is an enjoyable, engaging experience with high suspense and excitement, which corresponds to positive valence, high arousal, and moderate control.
VAD_Estimate: [V: +0.70, A: +0.65, D: +0.30]
EMOTION: joyful",[0.7  0.65 0.3 ],1.5267612779999364,False,False
when my daughter was born,afraid,"Customer :Oh god! Did everything turn out well?
Agent :",joyful,joyful,joyful,"REASONING: The birth of one's daughter is a profoundly positive, meaningful life event with emotional intensity and a sense of fulfillment, aligning with high pleasure, high arousal, and empowered joy.
VAD_Estimate: [V: +0.85, A: +0.60, D: +0.35]
EMOTION: joyful",[0.85 0.6  0.35],1.6818144963104582,False,False
I am a unhappy that  there is nothing I could do to help,afraid,"Customer :I had very little and a neighbour was asking me to help him pay his rent
Agent :",sad,sad,sad,"REASONING: The speaker explicitly uses the word “unhappy” and expresses helplessness over being unable to help, indicating dejection and low control rather than anger or fear. This aligns with sadness: negative valence, low energy, and low dominance.
VAD_Estimate: [V: -0.60, A: -0.25, D: -0.35]
EMOTION: sad",[-0.6  -0.25 -0.35],0.8546929273136639,False,False
I am home alone this weekend. I do not like that. It gets too quiet.,afraid,"Customer :lol. I'm alone. I don't like it. Its too quiet
Agent :",sad,sad,sad,"REASONING: The speaker expresses dislike for being alone and emphasizes the oppressive quietness, indicating low-energy discomfort, loneliness, and passive melancholy rather than high-arousal fear or irritation.  
VAD_Estimate: [V: -0.55, A: -0.30, D: -0.30]  
EMOTION: sad",[-0.55 -0.3  -0.3 ],0.9137833441248532,False,False
I am home alone this weekend. I do not like that. It gets too quiet.,afraid,"Customer :Yeah, being alone a big ole house is often times more spooky than not. I almost got nabbed by a ghost the last time I was alone.
Agent :",sad,sad,sad,"REASONING: The situation is unpleasant due to unwanted solitude, but there is no clear threat or target for blame. The “too quiet” setting suggests low energy and passive discomfort, leading to low valence, low arousal, and low dominance consistent with loneliness or sadness.
VAD_Estimate: [V: -0.50, A: -0.25, D: -0.30]
EMOTION: sad",[-0.5  -0.25 -0.3 ],0.8712060605849801,False,False
when my job fired me during maternity leave,afraid,"Customer :That is horrible!  How could they justify doing that?  You must have been disgusted with them!
Agent :",angry,angry,angry,"REASONING: The employer is a specific entity responsible for the wrongful firing, which triggers frustration and indignation rather than ambiguous fear or passive grief. This is a negative, high-arousal, assertive reaction consistent with anger.
VAD_Estimate: [V: -0.65, A: +0.60, D: +0.25]
EMOTION: angry",[-0.65  0.6   0.25],0.6800735254367721,False,False
Amusement park this weekend,afraid,"Customer :Man this weekend might be weird
Agent :",joyful,joyful,joyful,"REASONING: The situation refers to an upcoming amusement park trip, which broadly connotes excitement and pleasant anticipation rather than threat or sadness; no explicit emotion word or negative context overrides this. Thus valence is positive, arousal is high, and dominance is moderate.
VAD_Estimate: [V: +0.70, A: +0.60, D: +0.30]
EMOTION: joyful",[0.7 0.6 0.3],1.5259423318068084,False,False
Being alone in a foreign country.,afraid,"Customer :Why don't you take a guide or a book to help visit?
Agent :",sad,sad,sad,"REASONING: Being alone in a foreign country suggests isolation and vulnerability, with no clear threat or target for blame, and low energy rather than active irritation. This aligns more with loneliness/dejection than fear or anger.
VAD_Estimate: [V: -0.60, A: -0.25, D: -0.40]
EMOTION: sad",[-0.6  -0.25 -0.4 ],0.85146931829632,False,False
I'm going to be across the ocean from my girlfriend for school.,afraid,"Customer :I'm going to be across the ocean from my girlfriend for school.
Agent :",sad,sad,sad,"REASONING: The situation describes an impending long-distance separation from a loved one, which typically evokes feelings of loss, longing, and low-energy melancholy rather than anger or thrill. This aligns with negative valence, subdued arousal, and a sense of helplessness over the separation.
VAD_Estimate: [V: -0.55, A: -0.30, D: -0.35]
EMOTION: sad",[-0.55 -0.3  -0.35],0.9080198235721507,False,False
When I lost my job.,afraid,"Customer :Its a scary situation to be in but like you I almost pretty much applying to anything out there! 
Agent :",sad,sad,sad,"REASONING: Losing a job is a significant personal loss that typically triggers grief, dejection, and a sense of powerlessness rather than active anger or immediate panic. There is no clear external agent to blame, and the overall energy is low with diminished control, aligning most closely with sadness.
VAD_Estimate: [V: -0.65, A: -0.25, D: -0.35]
EMOTION: sad",[-0.65 -0.25 -0.35],0.8538149682454623,False,False
Getting my roof replaced. It's so expensive.,afraid,"Customer :Yea, it will be. I'm just not financially comfortable with the pricetag atm.
Agent :",sad,sad,angry,"REASONING: The situation involves an unwanted financial burden, causing irritation and frustration about the cost. Valence is negative, arousal is moderately high from complaining about the expense, and dominance is slightly assertive because the speaker is annoyed rather than helpless.

VAD_Estimate: [V: -0.50, A: +0.55, D: +0.20]

EMOTION: angry",[-0.5   0.55  0.2 ],0.6473020933072904,False,False
I really do no like worms.,afraid,"Customer :I do not like them cause they are always slimy.
Agent :",angry,angry,angry,"REASONING: The utterance expresses strong displeasure and aversion toward worms. The word “really” adds irritation/energy, and the statement is confidently asserted rather than helpless or resigned, so dominance is mildly positive. It is not fear (no threat/escape) or sadness (no low-energy passivity).

VAD_Estimate: [V: -0.55, A: +0.45, D: +0.20]

EMOTION: angry",[-0.55  0.45  0.2 ],0.653834841531101,False,False
when my job fired me during maternity leave,afraid,"Customer : My job laid me off during my maternity leave. 
Agent :",sad,sad,angry,"REASONING: Being fired during maternity leave is an unjust, blame-worthy action by a specific employer, producing active frustration, irritation, and a sense of being wronged rather than helpless fear or passive sadness. This maps to high negative valence, moderately high arousal, and assertive/controlled blame.
VAD_Estimate: [V: -0.60, A: +0.58, D: +0.20]
EMOTION: angry",[-0.6   0.58  0.2 ],0.6315853069855252,False,False
I hate hate hate riding on trains!,afraid,"Customer :No I hate it, I feel like we are going to crash everytime.
Agent :",angry,angry,angry,"REASONING: The explicit word ""hate"" signals strong active displeasure rather than passive sadness or vulnerability. The target is trains, a specific disliked object, so irritation/frustration is directed outward with assertive energy.
VAD_Estimate: [V: -0.65, A: +0.60, D: +0.20]
EMOTION: angry",[-0.65  0.6   0.2 ],0.6300793600809346,False,False
Being alone in a foreign country.,afraid,"Customer :Why you don't invite a friend to come with you?
Agent :",sad,sad,sad,"REASONING: The situation highlights isolation and unfamiliarity, which likely produces loneliness and low-energy dejection rather than active anger or fear. No explicit threat or specific cause to blame, so the dominant feeling is passive melancholy.

VAD_Estimate: [V: -0.55, A: -0.30, D: -0.40]
EMOTION: sad",[-0.55 -0.3  -0.4 ],0.9049861877399012,False,False
once upon a time i am go for the market at that time one man for very hungry because some food for provide the man .,afraid,"Customer :how are you
Agent :",sad,sad,joyful,"REASONING: The speaker describes helping a hungry man by providing food, which is a positive and compassionate act. This creates pleasant feelings of warmth and satisfaction, with moderate energy and a sense of personal agency/control over helping.
VAD_Estimate: [V: +0.65, A: +0.40, D: +0.45]
EMOTION: joyful",[0.65 0.4  0.45],1.5743252522906441,False,False
Getting my roof replaced. It's so expensive.,afraid,"Customer :It will be worth it though
Agent :",sad,sad,angry,"REASONING: The speaker is complaining about an unwanted financial burden, which reflects irritation and frustration rather than fear or sadness. The negative event has moderate activation and a slight sense of assertive annoyance, making it closest to anger.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.15]
EMOTION: angry",[-0.55  0.45  0.15],0.6058052492344383,False,False
Amusement park this weekend,afraid,"Customer :We're taking the kids to the amusement park and I'm scared of the coasters haha
Agent :",joyful,joyful,joyful,"REASONING: The statement points to a fun, anticipated leisure outing at an amusement park, with no explicit danger cues or negative language. This suggests positive feelings, elevated energy, and a sense of control over the plan.
VAD_Estimate: [V: +0.70, A: +0.55, D: +0.30]
EMOTION: joyful",[0.7  0.55 0.3 ],1.5267612779999364,False,False
I don't think I' going to like this semester. I didnt get any of the classes I want,afraid,"Customer :I had to re-register and they were all full. I don't think I am going to do well now
Agent :",sad,sad,sad,"REASONING: The situation describes disappointment about not getting desired classes, with a resigned and passive tone rather than active frustration or fear. This reflects low pleasure, low energy, and reduced sense of control.
VAD_Estimate: [V: -0.55, A: -0.25, D: -0.35]
EMOTION: sad",[-0.55 -0.25 -0.35],0.85848704125339,False,False
I don't think I' going to like this semester. I didnt get any of the classes I want,afraid,"Customer :I didn't get any of the classes I wanted for this semester
Agent :",sad,sad,sad,"REASONING: The speaker is expressing disappointment and resignation about not getting desired classes, with low energy and a sense of helplessness rather than active frustration or blame.  
VAD_Estimate: [V: -0.55, A: -0.30, D: -0.35]  
EMOTION: sad",[-0.55 -0.3  -0.35],0.9080198235721507,False,False
The other day I found an iguana in my backyard. I hate iguanas!,afraid,"Customer :I had my husband move it away from being so close to our door... I don't like reptiles but i didnt want to throw out into the street either
Agent :",angry,angry,angry,"REASONING: The speaker explicitly states hatred toward iguanas, indicating active irritation and frustration rather than fear or sadness. The negative reaction is directed at a specific cause (the iguana) with assertive annoyance, suggesting anger.
VAD_Estimate: [V: -0.60, A: +0.50, D: +0.25]
EMOTION: angry",[-0.6   0.5   0.25],0.6884765791223402,False,False
I invested in cryptocurrency last year but the market is looking pretty bad.,afraid,"Customer :Holy moly, that's a pretty big loss! I guess all we can do is wait and see.
Agent :",sad,sad,sad,"REASONING: The situation is negative because an investment is performing poorly. The tone is more passive and resigned than panicked or irritated, and the speaker has little control over the market, pointing toward sadness rather than fear or anger.  
VAD_Estimate: [V: -0.55, A: -0.15, D: -0.35]  
EMOTION: sad",[-0.55 -0.15 -0.35],0.7596051605933177,False,False
I am really not liking Mondays.,afraid,"Customer :I was fired from my job. Who does that on a Monday?
Agent :",sad,sad,angry,"REASONING: The speaker expresses active displeasure and irritation toward Mondays, which is a complaint rather than helpless sadness or fear. Negative valence, moderate arousal from frustration, and slight dominance from venting/blaming the situation point to anger.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.20]
EMOTION: angry",[-0.55  0.45  0.2 ],0.653834841531101,False,False
Getting my roof replaced. It's so expensive.,afraid,"Customer :Getting my roof replaced. It's so expensive
Agent :",sad,sad,angry,"REASONING: The speaker is actively complaining about the high cost, expressing irritation and frustration rather than helpless sadness. The negative experience has moderate-high arousal from annoyance and a sense of assertive complaint, aligning with anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.6877499545619759,False,False
I am cooking dinner for my boyfriend tomorrow for the first time,afraid,"Customer :Use a recipe and stick to it. If he is a good boyfriend he will appreciate your effort.
Agent :",joyful,joyful,joyful,"REASONING: The situation is a positive relationship gesture—cooking for a boyfriend—with moderate excitement and a sense of control over the meal; there is no indication of threat, loss, or irritation.
VAD_Estimate: [V: +0.70, A: +0.45, D: +0.35]
EMOTION: joyful",[0.7  0.45 0.35],1.5577226967595996,False,False
once upon a time i am go for the market at that time one man for very hungry because some food for provide the man .,afraid,"Customer :hi
Agent :",joyful,joyful,joyful,"REASONING: The speaker describes helping a very hungry man by providing food, which is a positive and fulfilling act. This creates pleasant feelings and a sense of personal agency/control, with moderate emotional energy.
VAD_Estimate: [V: +0.70, A: +0.40, D: +0.45]
EMOTION: joyful",[0.7  0.4  0.45],1.6155494421403511,False,False
once upon a time i am go for the market at that time one man for very hungry because some food for provide the man .,afraid,"Customer :hai,hello
Agent :",joyful,joyful,joyful,"REASONING: The speaker describes helping a hungry man by providing food, which is a positive, compassionate act that creates a sense of warmth and fulfillment. The situation involves moderate emotional engagement and a sense of agency from being able to help someone in need.
VAD_Estimate: [V: +0.65, A: +0.35, D: +0.45]
EMOTION: joyful",[0.65 0.35 0.45],1.581455026233753,False,False
when my daughter was born,afraid,"Customer :I was so afraid when my daughter was born. She came out with the cord around her neck. 
Agent :",joyful,joyful,joyful,"REASONING: The birth of one's daughter is a positive, meaningful life event, likely involving excitement and happiness; the speaker feels uplifted and empowered rather than threatened or sad, so valence is high, arousal is elevated, and dominance is moderately high.
VAD_Estimate: [V: +0.80, A: +0.55, D: +0.35]
EMOTION: joyful",[0.8  0.55 0.35],1.6384443841644427,False,False
i hate when my friend speeds down the interstate for no reason whatsoever,afraid,"Customer :That can be dangerous.
Agent :",angry,angry,angry,"REASONING: The speaker uses the explicit word ""hate"" toward a friend's reckless behavior, indicating clear irritation and frustration with a specific person. This reflects negative valence, high arousal, and assertive/confrontational control.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.6859300255857006,False,False
I am home alone this weekend. I do not like that. It gets too quiet.,afraid,"Customer :All one? I prefer to be all two in my house.
Agent :",sad,sad,sad,"REASONING: Being home alone and disliking the quiet creates a sense of loneliness and melancholy rather than active frustration or fear; low energy, passive discomfort, and low control align with sadness.
VAD_Estimate: [V: -0.50, A: -0.30, D: -0.35]
EMOTION: sad",[-0.5  -0.3  -0.35],0.9143303560529967,False,False
once upon a time i am go for the market at that time one man for very hungry because some food for provide the man .,afraid,"Customer :hi
Agent :",joyful,joyful,joyful,"REASONING: The speaker describes providing food to a very hungry man, an act of kindness that would create warmth, satisfaction, and a sense of doing good. This is a positive experience with moderate engagement and a sense of personal agency, aligning with joy rather than fear, anger, or sadness.  
VAD_Estimate: [V: +0.65, A: +0.35, D: +0.30]  
EMOTION: joyful",[0.65 0.35 0.3 ],1.5031633311120918,False,False
I am really not liking Mondays.,afraid,"Customer :Yeah, they're sometimes hard starts to the week. Did anything bad happen to you this monday, or was it just slow-moving? Hopefully things pick up for you.
Agent :",angry,angry,angry,"REASONING: The statement expresses active irritation and frustration about Mondays, with a mildly assertive complaining tone rather than helplessness or dejection. This aligns with moderate negative valence, moderate arousal, and slight control, consistent with anger.
VAD_Estimate: [V: -0.55, A: +0.40, D: +0.10]
EMOTION: angry",[-0.55  0.4   0.1 ],0.5735852159879995,False,False
I would like to try skydiving.,afraid,"Customer :I would love that too
Agent :",joyful,joyful,joyful,"REASONING: The speaker expresses interest and positive anticipation toward an exciting activity, indicating pleasure, moderate-to-high arousal, and a sense of voluntary control over the choice.
VAD_Estimate: [V: +0.60, A: +0.50, D: +0.30]
EMOTION: joyful",[0.6 0.5 0.3],1.4423938435808716,False,False
The other day I found an iguana in my backyard. I hate iguanas!,afraid,"Customer :The other day I found an iguana in my backyard.... I hate iguanas! it was horrinle
Agent :",angry,angry,angry,"REASONING: The speaker expresses strong dislike toward the iguana, with irritation and active negativity rather than fear or sadness. This reflects negative valence, moderate-to-high arousal, and assertive control → anger.
VAD_Estimate: [V: -0.65, A: +0.60, D: +0.30]
EMOTION: angry",[-0.65  0.6   0.3 ],0.7300684899377592,False,False
Someone broke into my home right after I moved in and I felt this way after it happened.,angry,"Customer :We had someone break into our hom.
Agent :",afraid,afraid,afraid,"REASONING: A home break-in is a violation of personal safety, especially right after moving in, likely leaving the speaker feeling vulnerable, unsafe, and on edge rather than assertive or confrontational. This points to high displeasure, high arousal, and low dominance/control.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.50]
EMOTION: afraid",[-0.7  0.6 -0.5],0.7737570678190927,False,False
